locus_tag	ftype	length_bp	gene	EC_number	COG	product
HKLGDHBK_00766	CDS	2331				hypothetical protein
HKLGDHBK_00767	CDS	711	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
HKLGDHBK_00768	CDS	1005	yegS_2	2.7.1.-		lipid kinase YegS
HKLGDHBK_00769	CDS	1188	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
HKLGDHBK_00770	tRNA	74				tRNA-Pro(tgg)
HKLGDHBK_00771	CDS	942				hypothetical protein
HKLGDHBK_00772	CDS	1029	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
HKLGDHBK_00773	CDS	642				hypothetical protein
HKLGDHBK_00774	CDS	1407	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
HKLGDHBK_00775	CDS	1491	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
HKLGDHBK_00776	CDS	714				hypothetical protein
HKLGDHBK_00777	CDS	3282				hypothetical protein
HKLGDHBK_00778	CDS	210				hypothetical protein
HKLGDHBK_00779	CDS	453	yqaA		COG1238	Inner membrane protein YqaA
HKLGDHBK_00780	CDS	1125				hypothetical protein
HKLGDHBK_00781	CDS	1347	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
HKLGDHBK_00782	CDS	1938	ptpA	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
HKLGDHBK_00783	CDS	1533	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
HKLGDHBK_00784	CDS	972	lpxD_1	2.3.1.-		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
HKLGDHBK_00785	CDS	720				hypothetical protein
HKLGDHBK_00786	CDS	741				hypothetical protein
HKLGDHBK_00787	CDS	1695	gph_2	3.1.3.18		Phosphoglycolate phosphatase
HKLGDHBK_00788	CDS	1308				hypothetical protein
HKLGDHBK_00789	CDS	2523				hypothetical protein
HKLGDHBK_00790	CDS	1014	cytR_1		COG1609	HTH-type transcriptional repressor CytR
HKLGDHBK_00791	CDS	552				hypothetical protein
HKLGDHBK_00792	CDS	183				hypothetical protein
HKLGDHBK_00793	CDS	240				hypothetical protein
HKLGDHBK_00794	CDS	291				hypothetical protein
HKLGDHBK_00795	CDS	246				hypothetical protein
HKLGDHBK_00796	CDS	1524				hypothetical protein
HKLGDHBK_00797	CDS	975	kduI_2	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
HKLGDHBK_00798	CDS	1377	gatC		COG3775	PTS system galactitol-specific EIIC component
HKLGDHBK_00799	CDS	2514		5.1.1.1		Alanine racemase
HKLGDHBK_00800	CDS	840				hypothetical protein
HKLGDHBK_00801	CDS	2775				hypothetical protein
HKLGDHBK_00802	CDS	1323	fucP_2		COG0738	L-fucose-proton symporter
HKLGDHBK_00803	CDS	2514				hypothetical protein
HKLGDHBK_00804	CDS	228				hypothetical protein
HKLGDHBK_00805	CDS	669	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
HKLGDHBK_00806	CDS	495	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
HKLGDHBK_00807	CDS	7590				hypothetical protein
HKLGDHBK_00808	CDS	231				hypothetical protein
HKLGDHBK_00809	CDS	1803	typA		COG1217	GTP-binding protein TypA/BipA
HKLGDHBK_00810	CDS	273	rpsO		COG0184	30S ribosomal protein S15
HKLGDHBK_00811	CDS	456	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
HKLGDHBK_00812	CDS	1215	queA_2	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
HKLGDHBK_00813	CDS	705	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
HKLGDHBK_00814	CDS	858	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
HKLGDHBK_00815	CDS	306				hypothetical protein
HKLGDHBK_00816	CDS	807	ftsX		COG2177	Cell division protein FtsX
HKLGDHBK_00817	CDS	768				hypothetical protein
HKLGDHBK_00818	CDS	774	lpxA_1	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
HKLGDHBK_00819	CDS	1398	cusC		COG1538	Cation efflux system protein CusC
HKLGDHBK_00820	CDS	3267	bepE			Efflux pump membrane transporter BepE
HKLGDHBK_00821	CDS	1230	bepF			Efflux pump periplasmic linker BepF
HKLGDHBK_00822	CDS	1464	cca		COG0617	Multifunctional CCA protein
HKLGDHBK_00823	CDS	504				hypothetical protein
HKLGDHBK_00824	CDS	1125				hypothetical protein
HKLGDHBK_00825	CDS	759	tpiA	5.3.1.1		Triosephosphate isomerase
HKLGDHBK_00826	CDS	744				hypothetical protein
HKLGDHBK_00827	CDS	594	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
HKLGDHBK_00828	CDS	753	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
HKLGDHBK_00829	CDS	3324	carB_1	6.3.5.5		Carbamoyl-phosphate synthase large chain
HKLGDHBK_00830	CDS	399				hypothetical protein
HKLGDHBK_00831	CDS	2196	agaA	3.2.1.22		Alpha-galactosidase AgaA
HKLGDHBK_00832	CDS	129				hypothetical protein
HKLGDHBK_00833	CDS	1494	cda	3.6.3.8		Calcium-transporting ATPase
HKLGDHBK_00834	CDS	960				hypothetical protein
HKLGDHBK_00835	CDS	429				hypothetical protein
HKLGDHBK_00836	CDS	543				hypothetical protein
HKLGDHBK_00837	CDS	141				hypothetical protein
HKLGDHBK_00838	CDS	1266				hypothetical protein
HKLGDHBK_00839	CDS	3762				hypothetical protein
HKLGDHBK_00840	CDS	624				hypothetical protein
HKLGDHBK_00841	CDS	384				hypothetical protein
HKLGDHBK_00842	CDS	171				hypothetical protein
HKLGDHBK_00843	CDS	183				hypothetical protein
HKLGDHBK_00844	CDS	633				hypothetical protein
HKLGDHBK_00845	CDS	2058	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
HKLGDHBK_00846	CDS	249				hypothetical protein
HKLGDHBK_00847	CDS	600				hypothetical protein
HKLGDHBK_00848	CDS	171				hypothetical protein
HKLGDHBK_00849	CDS	420				hypothetical protein
HKLGDHBK_00850	CDS	501				hypothetical protein
HKLGDHBK_00851	CDS	2499		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
HKLGDHBK_00852	CDS	204				hypothetical protein
HKLGDHBK_00853	CDS	1035	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
HKLGDHBK_00854	CDS	441	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
HKLGDHBK_00855	CDS	417	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
HKLGDHBK_00856	CDS	2886				hypothetical protein
HKLGDHBK_00857	CDS	378		5.1.3.29		L-fucose mutarotase
HKLGDHBK_00858	CDS	1014	korB_2	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
HKLGDHBK_00859	CDS	1839	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
HKLGDHBK_00860	CDS	1749	udk_2	2.7.1.48		Uridine kinase
HKLGDHBK_00861	CDS	1017	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
HKLGDHBK_00862	CDS	1125				hypothetical protein
HKLGDHBK_00863	CDS	417		3.1.-.-	COG0824	Putative esterase
HKLGDHBK_00864	CDS	1380				hypothetical protein
HKLGDHBK_00865	CDS	2298				hypothetical protein
HKLGDHBK_00866	CDS	1596				hypothetical protein
HKLGDHBK_00867	CDS	3957	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
HKLGDHBK_00868	CDS	123				hypothetical protein
HKLGDHBK_00869	CDS	252				hypothetical protein
HKLGDHBK_00870	CDS	2820				hypothetical protein
HKLGDHBK_00871	CDS	714	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
HKLGDHBK_00872	CDS	1533				hypothetical protein
HKLGDHBK_00873	CDS	549				hypothetical protein
HKLGDHBK_00874	CDS	972	pfkB_2	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
HKLGDHBK_00875	CDS	1200	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
HKLGDHBK_00876	CDS	540	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
HKLGDHBK_00877	CDS	1890	deaD_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
HKLGDHBK_00878	CDS	495				hypothetical protein
HKLGDHBK_00879	CDS	2127	dpp7	3.4.14.-		Dipeptidyl-peptidase 7
HKLGDHBK_00880	CDS	1440				hypothetical protein
HKLGDHBK_00881	CDS	1722				hypothetical protein
HKLGDHBK_00882	CDS	1410				hypothetical protein
HKLGDHBK_00883	CDS	657				hypothetical protein
HKLGDHBK_00884	CDS	2163				hypothetical protein
HKLGDHBK_00885	CDS	2295	rnr	3.1.13.1	COG0557	Ribonuclease R
HKLGDHBK_00886	CDS	1002	fcl_1	1.1.1.271		GDP-L-fucose synthase
HKLGDHBK_00887	CDS	990				hypothetical protein
HKLGDHBK_00888	CDS	1317	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
HKLGDHBK_00889	CDS	1869		3.6.3.-		Putative multidrug export ATP-binding/permease protein
HKLGDHBK_00890	CDS	921	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
HKLGDHBK_00891	CDS	756				hypothetical protein
HKLGDHBK_00892	CDS	1002	wbbI	2.4.1.-		Beta-1,6-galactofuranosyltransferase WbbI
HKLGDHBK_00893	CDS	1014				hypothetical protein
HKLGDHBK_00894	CDS	804	valG	2.4.1.338	COG0463	Validoxylamine A glucosyltransferase
HKLGDHBK_00895	CDS	813				hypothetical protein
HKLGDHBK_00896	CDS	771	ispD_1	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
HKLGDHBK_00897	CDS	1122	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
HKLGDHBK_00898	CDS	1128				hypothetical protein
HKLGDHBK_00899	CDS	1302	prpB	4.1.3.30		2-methylisocitrate lyase
HKLGDHBK_00900	CDS	471				hypothetical protein
HKLGDHBK_00901	CDS	399				hypothetical protein
HKLGDHBK_00902	CDS	819				hypothetical protein
HKLGDHBK_00903	CDS	759				hypothetical protein
HKLGDHBK_00904	CDS	1221				hypothetical protein
HKLGDHBK_00905	CDS	1062	buk2	2.7.2.7	COG3426	Butyrate kinase 2
HKLGDHBK_00906	CDS	867	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
HKLGDHBK_00907	CDS	909				hypothetical protein
HKLGDHBK_00908	CDS	1182	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
HKLGDHBK_00909	CDS	1983				hypothetical protein
HKLGDHBK_00910	CDS	1869				hypothetical protein
HKLGDHBK_00911	CDS	2013				hypothetical protein
HKLGDHBK_00912	CDS	690				hypothetical protein
HKLGDHBK_00913	CDS	1596				hypothetical protein
HKLGDHBK_00914	CDS	4911				hypothetical protein
HKLGDHBK_00915	CDS	474				hypothetical protein
HKLGDHBK_00916	CDS	11595				hypothetical protein
HKLGDHBK_00917	CDS	261				hypothetical protein
HKLGDHBK_00918	CDS	2490	btuB_3			Vitamin B12 transporter BtuB
HKLGDHBK_00919	CDS	921				hypothetical protein
HKLGDHBK_00920	CDS	1803	ydcP	3.4.-.-	COG0826	putative protease YdcP
HKLGDHBK_00921	CDS	918	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
HKLGDHBK_00922	CDS	2034	pepO	3.4.24.-	COG3590	Neutral endopeptidase
HKLGDHBK_00923	CDS	1935	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
HKLGDHBK_00924	CDS	240				hypothetical protein
HKLGDHBK_00925	CDS	4644				hypothetical protein
HKLGDHBK_00926	CDS	558	def	3.5.1.88	COG0242	Peptide deformylase
HKLGDHBK_00927	CDS	414		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
HKLGDHBK_00928	CDS	501				hypothetical protein
HKLGDHBK_00929	CDS	216				hypothetical protein
HKLGDHBK_00930	CDS	351				hypothetical protein
HKLGDHBK_00931	CDS	288				hypothetical protein
HKLGDHBK_00932	CDS	762	rbn	3.1.26.11		Ribonuclease BN
HKLGDHBK_00933	CDS	1008	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
HKLGDHBK_00934	CDS	858				hypothetical protein
HKLGDHBK_00935	CDS	471	sapB		COG1285	Protein SapB
HKLGDHBK_00936	CDS	468		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
HKLGDHBK_00937	CDS	621	dck_1	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
HKLGDHBK_00938	CDS	621	dck_2	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
HKLGDHBK_00939	CDS	681	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
HKLGDHBK_00940	CDS	1392	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
HKLGDHBK_00941	CDS	873	sigA_1		COG0568	RNA polymerase sigma factor SigA
HKLGDHBK_00942	CDS	918				hypothetical protein
HKLGDHBK_00943	CDS	2034	glgB_1	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
HKLGDHBK_00944	CDS	444	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
HKLGDHBK_00945	CDS	1173				hypothetical protein
HKLGDHBK_00946	CDS	102				hypothetical protein
HKLGDHBK_00947	CDS	1971	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
HKLGDHBK_00948	CDS	114				hypothetical protein
HKLGDHBK_00949	CDS	765				hypothetical protein
HKLGDHBK_00950	CDS	1305				hypothetical protein
HKLGDHBK_00951	CDS	408	ssb		COG0629	Single-stranded DNA-binding protein
HKLGDHBK_00952	CDS	546				hypothetical protein
HKLGDHBK_00953	tRNA	74				tRNA-Gly(gcc)
HKLGDHBK_00954	tRNA	85				tRNA-Leu(gag)
HKLGDHBK_00955	tRNA	83				tRNA-Leu(cag)
HKLGDHBK_00956	tRNA	74				tRNA-Gly(gcc)
HKLGDHBK_00957	CDS	1179	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
HKLGDHBK_00958	CDS	609				hypothetical protein
HKLGDHBK_00959	CDS	939	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HKLGDHBK_00960	CDS	279				hypothetical protein
HKLGDHBK_00961	CDS	591				hypothetical protein
HKLGDHBK_00962	CDS	297				hypothetical protein
HKLGDHBK_00963	CDS	126				hypothetical protein
HKLGDHBK_00964	CDS	90				hypothetical protein
HKLGDHBK_00965	CDS	1722				hypothetical protein
HKLGDHBK_00966	CDS	1449	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
HKLGDHBK_00967	CDS	621	rsmG	2.1.1.-		Ribosomal RNA small subunit methyltransferase G
HKLGDHBK_00968	CDS	645	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
HKLGDHBK_00969	CDS	510	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
HKLGDHBK_00970	CDS	1500	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
HKLGDHBK_00971	CDS	507				hypothetical protein
HKLGDHBK_00972	CDS	726				hypothetical protein
HKLGDHBK_00973	CDS	360	rplU		COG0261	50S ribosomal protein L21
HKLGDHBK_00974	CDS	258	rpmA		COG0211	50S ribosomal protein L27
HKLGDHBK_00975	CDS	948	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
HKLGDHBK_00976	CDS	741	menG	2.1.1.163		Demethylmenaquinone methyltransferase
HKLGDHBK_00977	CDS	744	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
HKLGDHBK_00978	CDS	1221				hypothetical protein
HKLGDHBK_00979	CDS	582	lemA_2		COG1704	Protein LemA
HKLGDHBK_00980	CDS	1164	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
HKLGDHBK_00981	CDS	1110	prfA		COG0216	Peptide chain release factor 1
HKLGDHBK_00982	CDS	828	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
HKLGDHBK_00983	CDS	2139	yhgF		COG2183	Protein YhgF
HKLGDHBK_00984	CDS	345	rplT		COG0292	50S ribosomal protein L20
HKLGDHBK_00985	CDS	198	rpmI		COG0291	50S ribosomal protein L35
HKLGDHBK_00986	CDS	681	infC		COG0290	Translation initiation factor IF-3
HKLGDHBK_00987	CDS	1017				hypothetical protein
HKLGDHBK_00988	CDS	1389	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
HKLGDHBK_00989	CDS	174				hypothetical protein
HKLGDHBK_00990	CDS	3315	carB_2	6.3.5.5		Carbamoyl-phosphate synthase large chain
HKLGDHBK_00991	CDS	1134	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
HKLGDHBK_00992	CDS	1845	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
HKLGDHBK_00993	CDS	789				hypothetical protein
HKLGDHBK_00994	CDS	1404	uxaC	5.3.1.12	COG1904	Uronate isomerase
HKLGDHBK_00995	CDS	1068	ansA	3.5.1.1	COG0252	L-asparaginase 1
HKLGDHBK_00996	CDS	609				hypothetical protein
HKLGDHBK_00997	CDS	723				hypothetical protein
HKLGDHBK_00998	CDS	3498				hypothetical protein
HKLGDHBK_00999	CDS	669	kdgA		COG0800	KHG/KDPG aldolase
HKLGDHBK_01000	CDS	1023	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
HKLGDHBK_01001	CDS	1110	purR			HTH-type transcriptional repressor PurR
HKLGDHBK_01002	CDS	1497	uxaA	4.2.1.7	COG2721	Altronate dehydratase
HKLGDHBK_01003	CDS	1290				hypothetical protein
HKLGDHBK_01004	CDS	822				hypothetical protein
HKLGDHBK_01005	CDS	669	lyc	3.2.1.17	COG3409	Autolytic lysozyme
HKLGDHBK_01006	CDS	948				hypothetical protein
HKLGDHBK_01007	CDS	558				hypothetical protein
HKLGDHBK_01008	CDS	1446	sufB		COG0719	FeS cluster assembly protein SufB
HKLGDHBK_01009	CDS	1632		3.2.1.55	COG3507	Non-reducing end alpha-L-arabinofuranosidase BoGH43B
HKLGDHBK_01010	CDS	2859	lepA_2			Elongation factor 4
HKLGDHBK_01011	CDS	1260	nusA		COG0195	Transcription termination/antitermination protein NusA
HKLGDHBK_01012	CDS	468	rimP			Ribosome maturation factor RimP
HKLGDHBK_01013	CDS	1692				hypothetical protein
HKLGDHBK_01014	tRNA	75				tRNA-Asn(gtt)
HKLGDHBK_01015	CDS	624	sgcG	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
HKLGDHBK_01016	CDS	456	greA_2		COG0782	Transcription elongation factor GreA
HKLGDHBK_01017	CDS	1587	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
HKLGDHBK_01018	CDS	1254	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
HKLGDHBK_01019	CDS	2232	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
HKLGDHBK_01020	CDS	1182	resA_2			Thiol-disulfide oxidoreductase ResA
HKLGDHBK_01021	CDS	489				hypothetical protein
HKLGDHBK_01022	CDS	2433				hypothetical protein
HKLGDHBK_01023	CDS	927				hypothetical protein
HKLGDHBK_01024	CDS	825	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
HKLGDHBK_01025	CDS	1455				hypothetical protein
HKLGDHBK_01026	CDS	531	nudC	3.6.1.22		NADH pyrophosphatase
HKLGDHBK_01027	CDS	2304	topA	5.99.1.2		DNA topoisomerase 1
HKLGDHBK_01028	CDS	540	aroK	2.7.1.71	COG0703	Shikimate kinase
HKLGDHBK_01029	CDS	1893	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
HKLGDHBK_01030	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
HKLGDHBK_01031	CDS	504	sigE		COG1595	ECF RNA polymerase sigma factor SigE
HKLGDHBK_01032	CDS	471				hypothetical protein
HKLGDHBK_01033	CDS	825				hypothetical protein
HKLGDHBK_01034	CDS	1020	ribF		COG0196	Riboflavin biosynthesis protein RibF
HKLGDHBK_01035	tRNA	75				tRNA-Met(cat)
HKLGDHBK_01036	CDS	1827				hypothetical protein
HKLGDHBK_01037	CDS	3147				hypothetical protein
HKLGDHBK_01038	CDS	1209				hypothetical protein
HKLGDHBK_01039	CDS	1113	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
HKLGDHBK_01040	CDS	1863				hypothetical protein
HKLGDHBK_01041	CDS	480				hypothetical protein
HKLGDHBK_01042	CDS	1542	glyQS	6.1.1.14		Glycine--tRNA ligase
HKLGDHBK_01043	CDS	618				hypothetical protein
HKLGDHBK_01044	CDS	1437	yeeO		COG0534	putative FMN/FAD exporter YeeO
HKLGDHBK_01045	CDS	714	natA		COG4555	ABC transporter ATP-binding protein NatA
HKLGDHBK_01046	CDS	882				hypothetical protein
HKLGDHBK_01047	CDS	360	ytrA		COG1725	HTH-type transcriptional repressor YtrA
HKLGDHBK_01048	CDS	2823				hypothetical protein
HKLGDHBK_01049	CDS	1590				hypothetical protein
HKLGDHBK_01050	CDS	1539	araA	5.3.1.4		L-arabinose isomerase
HKLGDHBK_01051	CDS	702	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
HKLGDHBK_01052	CDS	1680	sglT			Sodium/glucose cotransporter
HKLGDHBK_01053	CDS	1593				hypothetical protein
HKLGDHBK_01054	CDS	846	djlA		COG1076	Co-chaperone protein DjlA
HKLGDHBK_01055	CDS	2637		3.6.3.8	COG0474	Calcium-transporting ATPase
HKLGDHBK_01056	CDS	972				hypothetical protein
HKLGDHBK_01057	CDS	1617	pyrD_1	1.3.-.-		Dihydroorotate dehydrogenase
HKLGDHBK_01058	CDS	3024				hypothetical protein
HKLGDHBK_01059	CDS	345	atl		COG3695	DNA base-flipping protein
	CRISPR	1462				
HKLGDHBK_01060	CDS	375				hypothetical protein
HKLGDHBK_01061	CDS	3741		3.1.21.1		CRISPR-associated endonuclease Cas12a
HKLGDHBK_01062	CDS	186				hypothetical protein
HKLGDHBK_01063	CDS	204				hypothetical protein
HKLGDHBK_01064	CDS	2118				hypothetical protein
HKLGDHBK_01065	CDS	171				hypothetical protein
HKLGDHBK_01066	CDS	771				hypothetical protein
HKLGDHBK_01067	CDS	303				hypothetical protein
HKLGDHBK_01068	CDS	951				hypothetical protein
HKLGDHBK_01069	CDS	2238				hypothetical protein
HKLGDHBK_01070	CDS	579				hypothetical protein
HKLGDHBK_01071	CDS	600				hypothetical protein
HKLGDHBK_01072	CDS	189				hypothetical protein
HKLGDHBK_01073	CDS	651	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
HKLGDHBK_01074	CDS	621				hypothetical protein
HKLGDHBK_01075	CDS	1272	nupG			Nucleoside permease NupG
HKLGDHBK_01076	CDS	555				hypothetical protein
HKLGDHBK_01077	CDS	723	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
HKLGDHBK_01078	CDS	1278				hypothetical protein
HKLGDHBK_01079	CDS	645	btuD_3	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
HKLGDHBK_01080	CDS	1188				hypothetical protein
HKLGDHBK_01081	CDS	375				hypothetical protein
HKLGDHBK_01082	CDS	1182	adh2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
HKLGDHBK_01083	CDS	1707		3.2.1.151		Xyloglucan-specific endo-beta-1,4-glucanase BoGH9A
HKLGDHBK_01084	CDS	1125				hypothetical protein
HKLGDHBK_01085	CDS	426				hypothetical protein
HKLGDHBK_01086	CDS	360				hypothetical protein
HKLGDHBK_01087	CDS	942				hypothetical protein
HKLGDHBK_01088	CDS	2127				hypothetical protein
HKLGDHBK_01089	CDS	468				hypothetical protein
HKLGDHBK_01090	CDS	2382	mrcA_1		COG5009	Penicillin-binding protein 1A
HKLGDHBK_01091	CDS	891	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HKLGDHBK_01092	CDS	774	lpxA_2	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
HKLGDHBK_01093	CDS	1392				hypothetical protein
HKLGDHBK_01094	CDS	1035	lpxD_2	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
HKLGDHBK_01095	CDS	1935	yidC			Membrane protein insertase YidC
HKLGDHBK_01096	CDS	1308				hypothetical protein
HKLGDHBK_01097	CDS	1308	eno	4.2.1.11	COG0148	Enolase
HKLGDHBK_01098	CDS	120				hypothetical protein
HKLGDHBK_01099	CDS	1119			COG1073	putative protein
HKLGDHBK_01100	CDS	606				hypothetical protein
HKLGDHBK_01101	CDS	906				hypothetical protein
HKLGDHBK_01102	CDS	1320	serS	6.1.1.11	COG0172	Serine--tRNA ligase
HKLGDHBK_01103	CDS	1245	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
HKLGDHBK_01104	CDS	1956				hypothetical protein
HKLGDHBK_01105	CDS	1146				hypothetical protein
HKLGDHBK_01106	CDS	438				hypothetical protein
HKLGDHBK_01107	CDS	2502	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
HKLGDHBK_01108	CDS	882	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
HKLGDHBK_01109	CDS	615				hypothetical protein
HKLGDHBK_01110	CDS	291				hypothetical protein
HKLGDHBK_01111	CDS	288				hypothetical protein
HKLGDHBK_01112	CDS	1542	rny	3.1.-.-	COG1418	Ribonuclease Y
HKLGDHBK_01113	CDS	1410	radA	3.6.4.-	COG1066	DNA repair protein RadA
HKLGDHBK_01114	CDS	864	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
HKLGDHBK_01115	CDS	1020	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
HKLGDHBK_01116	CDS	498	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
HKLGDHBK_01117	CDS	264	rpmB		COG0227	50S ribosomal protein L28
HKLGDHBK_01118	CDS	192	rpmG1		COG0267	50S ribosomal protein L33 1
HKLGDHBK_01119	CDS	159				hypothetical protein
HKLGDHBK_01120	CDS	1173	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
HKLGDHBK_01121	CDS	543	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
HKLGDHBK_01122	tRNA	74				tRNA-Phe(gaa)
HKLGDHBK_01123	CDS	1113	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
HKLGDHBK_01124	CDS	1170	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
HKLGDHBK_01125	CDS	1773	sppA	3.4.21.-	COG0616	Protease 4
HKLGDHBK_01126	CDS	270	groS1		COG0234	10 kDa chaperonin 1
HKLGDHBK_01127	CDS	1632	groL		COG0459	60 kDa chaperonin
HKLGDHBK_01128	CDS	159				hypothetical protein
HKLGDHBK_01129	CDS	1548	rapZ			RNase adapter protein RapZ
HKLGDHBK_01130	CDS	195				hypothetical protein
HKLGDHBK_01131	CDS	2163	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
HKLGDHBK_01132	CDS	1593				hypothetical protein
