locus_tag	ftype	length_bp	gene	EC_number	COG	product
LABOMGJG_00830	CDS	1713	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
LABOMGJG_00831	CDS	783	yafV	3.5.1.3		Omega-amidase YafV
LABOMGJG_00832	CDS	1020				hypothetical protein
LABOMGJG_00833	CDS	318				hypothetical protein
LABOMGJG_00834	CDS	2316	topA_1	5.99.1.2		DNA topoisomerase 1
LABOMGJG_00835	tRNA	74				tRNA-Pro(cgg)
LABOMGJG_00836	CDS	321				hypothetical protein
LABOMGJG_00837	CDS	756				hypothetical protein
LABOMGJG_00838	CDS	291				hypothetical protein
LABOMGJG_00839	CDS	108				hypothetical protein
LABOMGJG_00840	CDS	3543	por	1.2.7.1	COG0674	Pyruvate synthase
LABOMGJG_00841	CDS	1239				hypothetical protein
LABOMGJG_00842	CDS	156				hypothetical protein
LABOMGJG_00843	CDS	285	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
LABOMGJG_00844	CDS	204				hypothetical protein
LABOMGJG_00845	CDS	165				hypothetical protein
LABOMGJG_00846	CDS	249				hypothetical protein
LABOMGJG_00847	CDS	1593				hypothetical protein
LABOMGJG_00848	CDS	2013	ligA	6.5.1.2		DNA ligase
LABOMGJG_00849	CDS	546				hypothetical protein
LABOMGJG_00850	CDS	420	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
LABOMGJG_00851	CDS	276	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
LABOMGJG_00852	CDS	933				hypothetical protein
LABOMGJG_00853	CDS	699				hypothetical protein
LABOMGJG_00854	CDS	876	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
LABOMGJG_00855	CDS	357	rplT		COG0292	50S ribosomal protein L20
LABOMGJG_00856	CDS	198	rpmI		COG0291	50S ribosomal protein L35
LABOMGJG_00857	CDS	468	infC			Translation initiation factor IF-3
LABOMGJG_00858	CDS	924				hypothetical protein
LABOMGJG_00859	CDS	2001				hypothetical protein
LABOMGJG_00860	CDS	1362	ampG		COG0477	Protein AmpG
LABOMGJG_00861	CDS	714				hypothetical protein
LABOMGJG_00862	CDS	1494				hypothetical protein
LABOMGJG_00863	CDS	2658				hypothetical protein
LABOMGJG_00864	CDS	2385				hypothetical protein
LABOMGJG_00865	CDS	2874				hypothetical protein
LABOMGJG_00866	CDS	735				hypothetical protein
LABOMGJG_00867	tRNA	76				tRNA-Val(tac)
LABOMGJG_00868	CDS	1707				hypothetical protein
LABOMGJG_00869	CDS	1731				hypothetical protein
LABOMGJG_00870	CDS	2322				hypothetical protein
LABOMGJG_00871	CDS	273				hypothetical protein
LABOMGJG_00872	CDS	213				hypothetical protein
LABOMGJG_00873	CDS	627				hypothetical protein
LABOMGJG_00874	CDS	1845				hypothetical protein
LABOMGJG_00875	CDS	1671		2.1.3.1	COG5016	Methylmalonyl-CoA carboxyltransferase 5S subunit
LABOMGJG_00876	CDS	1080	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
LABOMGJG_00877	CDS	1005	pdxB_2	1.1.1.290		Erythronate-4-phosphate dehydrogenase
LABOMGJG_00878	CDS	1329				hypothetical protein
LABOMGJG_00879	CDS	102				hypothetical protein
LABOMGJG_00880	CDS	2124	prlC	3.4.24.70	COG0339	Oligopeptidase A
LABOMGJG_00881	CDS	1197				hypothetical protein
LABOMGJG_00882	CDS	102				hypothetical protein
LABOMGJG_00883	CDS	573				hypothetical protein
LABOMGJG_00884	CDS	666				hypothetical protein
LABOMGJG_00885	CDS	1389	xapB			Xanthosine permease
LABOMGJG_00886	CDS	1497	prfC		COG4108	Peptide chain release factor 3
LABOMGJG_00887	CDS	2598	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
LABOMGJG_00888	CDS	495				hypothetical protein
LABOMGJG_00889	CDS	186				hypothetical protein
LABOMGJG_00890	CDS	351				hypothetical protein
LABOMGJG_00891	CDS	2583				hypothetical protein
LABOMGJG_00892	CDS	7443				hypothetical protein
LABOMGJG_00893	CDS	438				hypothetical protein
LABOMGJG_00894	CDS	549				hypothetical protein
LABOMGJG_00895	CDS	333				hypothetical protein
LABOMGJG_00896	CDS	1086				hypothetical protein
LABOMGJG_00897	CDS	1362				hypothetical protein
LABOMGJG_00898	CDS	321				hypothetical protein
LABOMGJG_00899	CDS	861				hypothetical protein
LABOMGJG_00900	CDS	192				hypothetical protein
LABOMGJG_00901	CDS	414				hypothetical protein
LABOMGJG_00902	CDS	285				hypothetical protein
LABOMGJG_00903	CDS	129				hypothetical protein
LABOMGJG_00904	CDS	606	pinR_1	3.1.22.-	COG1961	Serine recombinase PinR
LABOMGJG_00905	CDS	240				hypothetical protein
LABOMGJG_00906	CDS	306				hypothetical protein
LABOMGJG_00907	CDS	129				hypothetical protein
LABOMGJG_00908	CDS	318				hypothetical protein
LABOMGJG_00909	CDS	870				hypothetical protein
LABOMGJG_00910	CDS	141				hypothetical protein
LABOMGJG_00911	CDS	300	yafQ_2	3.1.-.-		mRNA interferase toxin YafQ
LABOMGJG_00912	CDS	108				hypothetical protein
LABOMGJG_00913	CDS	2367				hypothetical protein
LABOMGJG_00914	CDS	426				hypothetical protein
LABOMGJG_00915	CDS	2598				hypothetical protein
LABOMGJG_00916	CDS	2268	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LABOMGJG_00917	CDS	654				hypothetical protein
LABOMGJG_00918	CDS	4557				hypothetical protein
LABOMGJG_00919	CDS	96				hypothetical protein
LABOMGJG_00920	CDS	354	rplS		COG0335	50S ribosomal protein L19
LABOMGJG_00921	CDS	2019	uvrB		COG0556	UvrABC system protein B
LABOMGJG_00922	CDS	1872	pulA	3.2.1.41	COG1523	Pullulanase
LABOMGJG_00923	CDS	156				hypothetical protein
LABOMGJG_00924	CDS	204				hypothetical protein
LABOMGJG_00925	CDS	114				hypothetical protein
LABOMGJG_00926	CDS	1704				hypothetical protein
LABOMGJG_00927	CDS	1746				hypothetical protein
LABOMGJG_00928	CDS	528				hypothetical protein
LABOMGJG_00929	CDS	1071				hypothetical protein
LABOMGJG_00930	CDS	14709				hypothetical protein
LABOMGJG_00931	CDS	168				hypothetical protein
LABOMGJG_00932	CDS	1854				hypothetical protein
LABOMGJG_00933	CDS	3228				hypothetical protein
LABOMGJG_00934	CDS	1008	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
LABOMGJG_00935	CDS	549	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
LABOMGJG_00936	CDS	813				hypothetical protein
LABOMGJG_00937	CDS	1098	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
LABOMGJG_00938	CDS	1425		3.4.24.-	COG0750	Putative zinc metalloprotease
LABOMGJG_00939	CDS	537	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
LABOMGJG_00940	CDS	483				hypothetical protein
LABOMGJG_00941	CDS	1017	mscS		COG0668	Small-conductance mechanosensitive channel
LABOMGJG_00942	CDS	1140	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
LABOMGJG_00943	CDS	1143	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
LABOMGJG_00944	CDS	237	rpmB		COG0227	50S ribosomal protein L28
LABOMGJG_00945	CDS	189	rpmG		COG0267	50S ribosomal protein L33
LABOMGJG_00946	CDS	153				hypothetical protein
LABOMGJG_00947	CDS	924	dagK	2.7.1.107		Diacylglycerol kinase
LABOMGJG_00948	CDS	1425	rapZ			RNase adapter protein RapZ
LABOMGJG_00949	CDS	732	murU	2.7.7.-	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
LABOMGJG_00950	tRNA	74				tRNA-Lys(ctt)
LABOMGJG_00951	CDS	888				hypothetical protein
LABOMGJG_00952	CDS	2898				hypothetical protein
LABOMGJG_00953	CDS	267				hypothetical protein
LABOMGJG_00954	CDS	549	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
LABOMGJG_00955	CDS	1116	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
LABOMGJG_00956	CDS	1869	msbA	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
LABOMGJG_00957	CDS	1029	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
LABOMGJG_00958	CDS	1785				hypothetical protein
LABOMGJG_00959	CDS	627	rnhB	3.1.26.4	COG0164	Ribonuclease HII
LABOMGJG_00960	CDS	1752	bamA_1			Outer membrane protein assembly factor BamA
LABOMGJG_00961	CDS	1092				hypothetical protein
LABOMGJG_00962	CDS	912				hypothetical protein
LABOMGJG_00963	CDS	294				hypothetical protein
LABOMGJG_00964	CDS	1242	gtf1_2	2.4.1.-		Glycosyltransferase Gtf1
LABOMGJG_00965	CDS	897	rhaS_4			HTH-type transcriptional activator RhaS
LABOMGJG_00966	CDS	315				hypothetical protein
LABOMGJG_00967	CDS	519	sigW		COG1595	ECF RNA polymerase sigma factor SigW
LABOMGJG_00968	CDS	489				hypothetical protein
LABOMGJG_00969	CDS	174				hypothetical protein
LABOMGJG_00970	CDS	336				hypothetical protein
LABOMGJG_00971	CDS	294				hypothetical protein
LABOMGJG_00972	CDS	366				hypothetical protein
LABOMGJG_00973	CDS	675				hypothetical protein
LABOMGJG_00974	CDS	2520	cysH	1.8.4.8		Phosphoadenosine phosphosulfate reductase
LABOMGJG_00975	CDS	300				hypothetical protein
LABOMGJG_00976	CDS	3417				hypothetical protein
LABOMGJG_00977	CDS	2418				hypothetical protein
LABOMGJG_00978	CDS	1440				hypothetical protein
LABOMGJG_00979	CDS	1203			COG1373	putative protein
LABOMGJG_00980	CDS	678				hypothetical protein
LABOMGJG_00981	CDS	462				hypothetical protein
LABOMGJG_00982	CDS	516	polC	2.7.7.7		DNA polymerase III PolC-type
LABOMGJG_00983	CDS	504				hypothetical protein
LABOMGJG_00984	CDS	759				hypothetical protein
LABOMGJG_00985	CDS	117				hypothetical protein
LABOMGJG_00986	CDS	612				hypothetical protein
LABOMGJG_00987	CDS	543	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
LABOMGJG_00988	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
LABOMGJG_00989	CDS	831				hypothetical protein
LABOMGJG_00990	CDS	516				hypothetical protein
LABOMGJG_00991	CDS	669				hypothetical protein
LABOMGJG_00992	CDS	684				hypothetical protein
LABOMGJG_00993	CDS	588				hypothetical protein
LABOMGJG_00994	tRNA	75				tRNA-Asp(gtc)
LABOMGJG_00995	CDS	2433				hypothetical protein
LABOMGJG_00996	CDS	183				hypothetical protein
LABOMGJG_00997	CDS	1023				hypothetical protein
LABOMGJG_00998	CDS	1548				hypothetical protein
LABOMGJG_00999	CDS	747	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
LABOMGJG_01000	CDS	1497				hypothetical protein
LABOMGJG_01001	CDS	1299				hypothetical protein
LABOMGJG_01002	CDS	585	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
LABOMGJG_01003	CDS	621	ribE	2.5.1.9	COG0307	Riboflavin synthase
LABOMGJG_01004	CDS	1461				hypothetical protein
LABOMGJG_01005	CDS	666	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
LABOMGJG_01006	CDS	705				hypothetical protein
LABOMGJG_01007	CDS	1608	dtpB		COG3104	Dipeptide and tripeptide permease B
LABOMGJG_01008	CDS	1047	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
LABOMGJG_01009	CDS	546				hypothetical protein
LABOMGJG_01010	CDS	1446				hypothetical protein
LABOMGJG_01011	CDS	663	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
LABOMGJG_01012	CDS	180				hypothetical protein
LABOMGJG_01013	CDS	846	murI	5.1.1.3		Glutamate racemase
LABOMGJG_01014	CDS	1449	sufB		COG0719	FeS cluster assembly protein SufB
LABOMGJG_01015	tRNA	73				tRNA-Cys(gca)
LABOMGJG_01016	CDS	921				hypothetical protein
LABOMGJG_01017	CDS	1500				hypothetical protein
LABOMGJG_01018	CDS	609				hypothetical protein
LABOMGJG_01019	CDS	933				hypothetical protein
LABOMGJG_01020	CDS	777				hypothetical protein
LABOMGJG_01021	CDS	1047				hypothetical protein
LABOMGJG_01022	CDS	1317				hypothetical protein
LABOMGJG_01023	CDS	1794				hypothetical protein
LABOMGJG_01024	CDS	2430				hypothetical protein
LABOMGJG_01025	CDS	888				hypothetical protein
LABOMGJG_01026	CDS	1167	dnaJ		COG0484	Chaperone protein DnaJ
LABOMGJG_01027	CDS	549	grpE		COG0576	Protein GrpE
LABOMGJG_01028	CDS	1020	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
LABOMGJG_01029	CDS	690	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
LABOMGJG_01030	CDS	1203				hypothetical protein
LABOMGJG_01031	CDS	618	lemA		COG1704	Protein LemA
LABOMGJG_01032	CDS	1254				hypothetical protein
LABOMGJG_01033	CDS	294				hypothetical protein
LABOMGJG_01034	CDS	3186	mdtB_2			Multidrug resistance protein MdtB
LABOMGJG_01035	CDS	1008	srpA			Solvent efflux pump periplasmic linker SrpA
LABOMGJG_01036	CDS	1344				hypothetical protein
LABOMGJG_01037	CDS	732				hypothetical protein
LABOMGJG_01038	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
LABOMGJG_01039	CDS	459				hypothetical protein
LABOMGJG_01040	CDS	414	hslR		COG1188	Heat shock protein 15
LABOMGJG_01041	CDS	567	pth	3.1.1.29		Peptidyl-tRNA hydrolase
LABOMGJG_01042	CDS	558	rplY			50S ribosomal protein L25
LABOMGJG_01043	tRNA	72				tRNA-Gln(ttg)
LABOMGJG_01044	CDS	1218				hypothetical protein
LABOMGJG_01045	CDS	1299	tyrS	6.1.1.1		Tyrosine--tRNA ligase
LABOMGJG_01046	CDS	714	aqpZ		COG0580	Aquaporin Z
LABOMGJG_01047	CDS	894				hypothetical protein
LABOMGJG_01048	CDS	786				hypothetical protein
LABOMGJG_01049	CDS	2676				hypothetical protein
LABOMGJG_01050	CDS	1413				hypothetical protein
LABOMGJG_01051	CDS	129				hypothetical protein
LABOMGJG_01052	CDS	381				hypothetical protein
LABOMGJG_01053	CDS	936	pfkB	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
LABOMGJG_01054	CDS	1152				hypothetical protein
LABOMGJG_01055	CDS	1422	sacC	3.2.1.80	COG1621	Levanase
LABOMGJG_01056	CDS	882				hypothetical protein
LABOMGJG_01057	CDS	1602				hypothetical protein
LABOMGJG_01058	CDS	846				hypothetical protein
LABOMGJG_01059	CDS	141				hypothetical protein
LABOMGJG_01060	CDS	1947				hypothetical protein
LABOMGJG_01061	CDS	1629				hypothetical protein
LABOMGJG_01062	CDS	1410				hypothetical protein
LABOMGJG_01063	CDS	1737				hypothetical protein
LABOMGJG_01064	CDS	3120	susC_3			TonB-dependent receptor SusC
LABOMGJG_01065	CDS	1479				hypothetical protein
LABOMGJG_01066	CDS	102				hypothetical protein
LABOMGJG_01067	CDS	1005				hypothetical protein
LABOMGJG_01068	CDS	4902				hypothetical protein
LABOMGJG_01069	CDS	1602	nadB	1.4.3.16	COG0029	L-aspartate oxidase
LABOMGJG_01070	CDS	714				hypothetical protein
LABOMGJG_01071	CDS	1482	uxaA	4.2.1.7	COG2721	Altronate dehydratase
LABOMGJG_01072	CDS	1536	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
LABOMGJG_01073	CDS	552				hypothetical protein
LABOMGJG_01074	CDS	954	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LABOMGJG_01075	CDS	987				hypothetical protein
LABOMGJG_01076	CDS	1548	glgA_2	2.4.1.21		Glycogen synthase
LABOMGJG_01077	CDS	1761				hypothetical protein
LABOMGJG_01078	CDS	768				hypothetical protein
LABOMGJG_01079	CDS	1350	norM		COG0534	Multidrug resistance protein NorM
LABOMGJG_01080	CDS	126				hypothetical protein
LABOMGJG_01081	CDS	1518	rnr	3.1.13.1	COG0557	Ribonuclease R
LABOMGJG_01082	CDS	819				hypothetical protein
LABOMGJG_01083	CDS	177				hypothetical protein
LABOMGJG_01084	CDS	861	sigA		COG0568	RNA polymerase sigma factor SigA
LABOMGJG_01085	tRNA	75				tRNA-Arg(tct)
LABOMGJG_01086	CDS	315	trxA		COG0526	Thioredoxin
LABOMGJG_01087	CDS	2280	clpC		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpC
LABOMGJG_01088	CDS	2007				hypothetical protein
LABOMGJG_01089	CDS	1266				hypothetical protein
LABOMGJG_01090	CDS	1263		2.4.1.11	COG0438	Glycogen synthase
LABOMGJG_01091	CDS	1992				hypothetical protein
LABOMGJG_01092	CDS	1161	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
LABOMGJG_01093	CDS	573				hypothetical protein
LABOMGJG_01094	CDS	1146	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
LABOMGJG_01095	CDS	1899	rny_1	3.1.-.-		Ribonuclease Y
LABOMGJG_01096	CDS	1080	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
LABOMGJG_01097	CDS	957				hypothetical protein
LABOMGJG_01098	CDS	990				hypothetical protein
LABOMGJG_01099	CDS	1104				hypothetical protein
LABOMGJG_01100	CDS	99				hypothetical protein
LABOMGJG_01101	CDS	1938				hypothetical protein
LABOMGJG_01102	CDS	1407	phoA	3.1.3.1	COG1785	Alkaline phosphatase 4
LABOMGJG_01103	CDS	843	rnd	3.1.13.5		Ribonuclease D
LABOMGJG_01104	CDS	513				hypothetical protein
LABOMGJG_01105	CDS	669				hypothetical protein
LABOMGJG_01106	CDS	669	upp	2.4.2.9		Uracil phosphoribosyltransferase
LABOMGJG_01107	CDS	363				hypothetical protein
LABOMGJG_01108	CDS	1083				hypothetical protein
LABOMGJG_01109	CDS	168				hypothetical protein
LABOMGJG_01110	CDS	1062				hypothetical protein
LABOMGJG_01111	CDS	390				hypothetical protein
LABOMGJG_01112	CDS	954				hypothetical protein
LABOMGJG_01113	CDS	3465				hypothetical protein
LABOMGJG_01114	CDS	1575				hypothetical protein
LABOMGJG_01115	CDS	360				hypothetical protein
LABOMGJG_01116	CDS	228				hypothetical protein
LABOMGJG_01117	CDS	267				hypothetical protein
LABOMGJG_01118	CDS	1764				hypothetical protein
LABOMGJG_01119	CDS	1647				hypothetical protein
LABOMGJG_01120	CDS	1611	nhaP			K(+)/H(+) antiporter NhaP
LABOMGJG_01121	CDS	411				hypothetical protein
LABOMGJG_01122	CDS	132				hypothetical protein
LABOMGJG_01123	CDS	933				hypothetical protein
LABOMGJG_01124	CDS	2004				hypothetical protein
LABOMGJG_01125	CDS	1053	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
LABOMGJG_01126	CDS	873				hypothetical protein
LABOMGJG_01127	CDS	1347	surA_2	5.2.1.8		Chaperone SurA
LABOMGJG_01128	CDS	1491	lptD_2			LPS-assembly protein LptD
LABOMGJG_01129	CDS	738				hypothetical protein
LABOMGJG_01130	CDS	1965	dnaG	2.7.7.-		DNA primase
LABOMGJG_01131	CDS	762				hypothetical protein
LABOMGJG_01132	CDS	1377	gdhA	1.4.1.3		NAD(P)-specific glutamate dehydrogenase
LABOMGJG_01133	CDS	2934				hypothetical protein
LABOMGJG_01134	CDS	792				hypothetical protein
LABOMGJG_01135	CDS	1713				hypothetical protein
LABOMGJG_01136	CDS	687				hypothetical protein
LABOMGJG_01137	CDS	738				hypothetical protein
LABOMGJG_01138	CDS	1044	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
LABOMGJG_01139	CDS	507				hypothetical protein
LABOMGJG_01140	CDS	183	rpmF			50S ribosomal protein L32
LABOMGJG_01141	CDS	1005				hypothetical protein
LABOMGJG_01142	CDS	3315				hypothetical protein
LABOMGJG_01143	CDS	849				hypothetical protein
LABOMGJG_01144	CDS	861				hypothetical protein
LABOMGJG_01145	CDS	486	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
LABOMGJG_01146	CDS	846				hypothetical protein
LABOMGJG_01147	CDS	237				hypothetical protein
LABOMGJG_01148	CDS	372				hypothetical protein
LABOMGJG_01149	CDS	1233				hypothetical protein
LABOMGJG_01150	CDS	762				hypothetical protein
LABOMGJG_01151	CDS	576	yvqK	2.5.1.17	COG2096	Cob(I)yrinic acid a,c-diamide adenosyltransferase
LABOMGJG_01152	CDS	228				hypothetical protein
LABOMGJG_01153	CDS	966				hypothetical protein
LABOMGJG_01154	CDS	1350	egtB	1.14.99.-		Hercynine oxygenase
LABOMGJG_01155	CDS	954				hypothetical protein
LABOMGJG_01156	CDS	1575				hypothetical protein
LABOMGJG_01157	CDS	954				hypothetical protein
LABOMGJG_01158	CDS	861	ftsX		COG2177	Cell division protein FtsX
LABOMGJG_01159	CDS	147				hypothetical protein
LABOMGJG_01160	CDS	276				hypothetical protein
LABOMGJG_01161	CDS	813	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
LABOMGJG_01162	CDS	717	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
LABOMGJG_01163	CDS	1104	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
LABOMGJG_01164	CDS	663	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
LABOMGJG_01165	CDS	2367	polA	2.7.7.7		DNA polymerase I, thermostable
LABOMGJG_01166	CDS	942				hypothetical protein
LABOMGJG_01167	CDS	174				hypothetical protein
LABOMGJG_01168	CDS	192				hypothetical protein
LABOMGJG_01169	CDS	2244				hypothetical protein
LABOMGJG_01170	CDS	873	rhaR_2			HTH-type transcriptional activator RhaR
LABOMGJG_01171	CDS	1395				hypothetical protein
LABOMGJG_01172	CDS	147				hypothetical protein
LABOMGJG_01173	CDS	330				hypothetical protein
LABOMGJG_01174	CDS	867				hypothetical protein
LABOMGJG_01175	CDS	9783				hypothetical protein
LABOMGJG_01176	CDS	612	engB		COG0218	putative GTP-binding protein EngB
LABOMGJG_01177	CDS	1524	cstA		COG1966	Peptide transporter CstA
LABOMGJG_01178	CDS	1758	pgcA	5.4.2.2		Phosphoglucomutase
LABOMGJG_01179	CDS	555	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
LABOMGJG_01180	CDS	1251	hflX			GTPase HflX
LABOMGJG_01181	CDS	96				hypothetical protein
LABOMGJG_01182	CDS	630				hypothetical protein
LABOMGJG_01183	CDS	909				hypothetical protein
LABOMGJG_01184	CDS	228				hypothetical protein
LABOMGJG_01185	CDS	3996				hypothetical protein
LABOMGJG_01186	CDS	2523				hypothetical protein
LABOMGJG_01187	CDS	591				hypothetical protein
LABOMGJG_01188	CDS	900				hypothetical protein
LABOMGJG_01189	CDS	2022	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
LABOMGJG_01190	CDS	963	nadK	2.7.1.23	COG0061	NAD kinase
LABOMGJG_01191	CDS	945	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
LABOMGJG_01192	CDS	933	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
LABOMGJG_01193	CDS	549				hypothetical protein
LABOMGJG_01194	CDS	1122				hypothetical protein
LABOMGJG_01195	CDS	2040	secA		COG0653	Protein translocase subunit SecA
LABOMGJG_01196	CDS	1275	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
LABOMGJG_01197	CDS	549				hypothetical protein
LABOMGJG_01198	CDS	492				hypothetical protein
LABOMGJG_01199	CDS	729				hypothetical protein
LABOMGJG_01200	CDS	237				hypothetical protein
LABOMGJG_01201	CDS	2154	gyrB_2	5.99.1.3	COG0187	DNA gyrase subunit B
LABOMGJG_01202	CDS	543	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
LABOMGJG_01203	CDS	1383				hypothetical protein
LABOMGJG_01204	CDS	798	kdsA_2	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
LABOMGJG_01205	CDS	1695	udk_3	2.7.1.48		Uridine kinase
LABOMGJG_01206	CDS	390				hypothetical protein
LABOMGJG_01207	CDS	585	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
LABOMGJG_01208	CDS	4074				hypothetical protein
LABOMGJG_01209	CDS	642		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
LABOMGJG_01210	CDS	2598	pqqE_2			Coenzyme PQQ synthesis protein E
LABOMGJG_01211	CDS	537				hypothetical protein
LABOMGJG_01212	CDS	2220				hypothetical protein
LABOMGJG_01213	CDS	1440	lepA_2	3.6.5.-	COG0481	Elongation factor 4
LABOMGJG_01214	CDS	165				hypothetical protein
LABOMGJG_01215	CDS	420				hypothetical protein
LABOMGJG_01216	CDS	186				hypothetical protein
LABOMGJG_01217	CDS	996	yhcG_2	3.1.-.-	COG4804	Putative nuclease YhcG
LABOMGJG_01218	CDS	1101				hypothetical protein
LABOMGJG_01219	CDS	1164				hypothetical protein
LABOMGJG_01220	CDS	1062				hypothetical protein
LABOMGJG_01221	CDS	1347				hypothetical protein
LABOMGJG_01222	CDS	729				hypothetical protein
LABOMGJG_01223	CDS	954				hypothetical protein
LABOMGJG_01224	CDS	1251	ftsZ		COG0206	Cell division protein FtsZ
LABOMGJG_01225	CDS	1284	ftsA		COG0849	Cell division protein FtsA
LABOMGJG_01226	CDS	741				hypothetical protein
LABOMGJG_01227	CDS	1512	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
LABOMGJG_01228	CDS	207				hypothetical protein
LABOMGJG_01229	CDS	852				hypothetical protein
LABOMGJG_01230	CDS	852				Minor fimbrium subunit Mfa5
LABOMGJG_01231	CDS	483				hypothetical protein
LABOMGJG_01232	CDS	222				hypothetical protein
LABOMGJG_01233	CDS	822				hypothetical protein
LABOMGJG_01234	CDS	1068	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
LABOMGJG_01235	CDS	1587	rssB			Regulator of RpoS
LABOMGJG_01236	CDS	882				hypothetical protein
LABOMGJG_01237	CDS	516				hypothetical protein
LABOMGJG_01238	CDS	168				hypothetical protein
LABOMGJG_01239	CDS	435				hypothetical protein
LABOMGJG_01240	CDS	789			COG0327	GTP cyclohydrolase 1 type 2 
LABOMGJG_01241	CDS	735				hypothetical protein
LABOMGJG_01242	CDS	933				hypothetical protein
LABOMGJG_01243	CDS	3426	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
LABOMGJG_01244	CDS	462				hypothetical protein
LABOMGJG_01245	CDS	2976				hypothetical protein
LABOMGJG_01246	CDS	870				hypothetical protein
LABOMGJG_01247	CDS	633				hypothetical protein
LABOMGJG_01248	CDS	2343				hypothetical protein
LABOMGJG_01249	CDS	267				hypothetical protein
LABOMGJG_01250	CDS	276				hypothetical protein
LABOMGJG_01251	CDS	2187	glnA_1	6.3.1.2		Glutamine synthetase
LABOMGJG_01252	CDS	840	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
LABOMGJG_01253	CDS	1164	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
LABOMGJG_01254	CDS	396	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
